1,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
1,2,52.57,59.6,124.63,63.9,1,1,1.0
1,3,93.61,0.0,235.63,65.0,1,1,1.0
1,4,0.0,13.34,22.31,32.0,1,1,1.0
2,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
2,2,33.56,53.52,124.63999999999999,63.9,1,1,1.0
2,3,93.61,0.0,235.63,65.0,1,1,1.0
2,4,0.0,13.34,11.7,32.0,1,1,1.0
3,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
3,2,12.28,51.2,124.63999999999999,63.17999999999999,1,1,1.0
3,3,93.61,0.0,235.63,65.0,1,1,1.0
4,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
4,2,0.0,49.68,117.15,63.18,1,1,1.0
4,3,93.61,0.0,235.63,65.0,1,1,1.0
5,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
5,2,0.0,49.68,96.6,57.12,1,1,1.0
5,3,93.61,0.0,235.63,65.0,1,1,1.0
6,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
6,2,0.0,46.64,76.88,57.120000000000005,1,1,1.0
6,3,93.61,0.0,235.63,65.0,1,1,1.0
7,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
7,2,0.0,42.08,60.16,52.519999999999996,1,1,1.0
7,3,93.61,0.0,235.63,65.0,1,1,1.0
8,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
8,2,0.0,39.0,45.71,50.28,1,1,1.0
8,3,93.61,0.0,235.63,65.0,1,1,1.0
9,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
9,2,0.0,39.0,27.5,50.28,1,1,1.0
9,3,93.61,0.0,235.63,65.0,1,1,1.0
10,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
10,2,0.0,39.0,14.6,50.28,1,1,1.0
10,3,93.61,0.0,235.63,65.0,1,1,1.0
11,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
11,3,93.61,0.0,235.63,65.0,1,1,1.0
11,5,867.54,174.56,91.97000000000003,94.25,1,1,1.0
12,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
12,3,93.61,0.0,235.63,65.0,1,1,1.0
12,5,821.2,174.56,138.30999999999995,83.63999999999999,1,1,1.0
13,1,313.2,0.0,400.59999999999997,112.8,1,1,1.0
