1,1,111.17,331.9,148.21999999999997,62.33000000000004,1,1,1.0
1,2,202.38,249.05,103.37,46.370000000000005,1,1,1.0
1,3,731.41,262.73,76.0,43.329999999999984,1,1,1.0
2,1,94.45,336.46,142.14999999999998,62.33000000000004,1,1,1.0
2,2,203.9,247.53,103.36999999999998,46.359999999999985,1,1,1.0
2,3,716.96,265.77,76.00999999999999,43.33000000000004,1,1,1.0
3,1,71.64,338.74,142.16000000000003,62.329999999999984,1,1,1.0
3,2,203.9,247.56,103.36999999999998,46.360000000000014,1,1,1.0
3,3,705.56,268.05,76.0100000000001,43.329999999999984,1,1,1.0
4,1,51.88,342.54,142.15,62.329999999999984,1,1,1.0
4,2,203.89,247.58,103.37,46.369999999999976,1,1,1.0
4,3,693.4,270.33,76.00999999999999,43.33000000000004,1,1,1.0
5,1,29.08,349.38,142.14999999999998,62.329999999999984,1,1,1.0
5,2,203.89,247.61,103.37,46.370000000000005,1,1,1.0
5,3,678.2,271.85,76.00999999999999,43.329999999999984,1,1,1.0
6,1,1.71,352.42,142.16,62.329999999999984,1,1,1.0
6,2,203.88,247.64,103.38,46.360000000000014,1,1,1.0
6,3,667.56,276.41,76.0100000000001,43.329999999999984,1,1,1.0
7,1,0.0,356.22,124.86,62.329999999999984,1,1,1.0
7,2,203.88,247.66,103.37,46.369999999999976,1,1,1.0
7,3,651.6,277.17,76.00999999999999,43.329999999999984,1,1,1.0
8,1,0.0,356.98,104.34,71.41999999999996,1,1,1.0
8,2,203.87,247.69,103.38,46.370000000000005,1,1,1.0
8,3,635.6,279.45,81.36000000000001,43.329999999999984,1,1,1.0
9,1,0.0,360.0,80.02,65.36000000000001,1,1,1.0
9,2,203.87,247.72,103.37,46.359999999999985,1,1,1.0
9,3,621.16,280.21,81.36000000000001,43.33000000000004,1,1,1.0
10,1,0.0,360.0,51.1,65.36000000000001,1,1,1.0
10,2,203.86,247.75,103.38,46.360000000000014,1,1,1.0
10,3,605.2,284.01,81.3599999999999,43.329999999999984,1,1,1.0
11,1,0.0,360.0,30.6,65.36000000000001,1,1,1.0
11,2,203.86,247.77,103.37,46.369999999999976,1,1,1.0
11,3,590.75,286.29,85.14999999999998,43.329999999999984,1,1,1.0
12,2,203.86,247.8,103.37,46.360000000000014,1,1,1.0
12,3,573.27,286.29,85.14999999999998,43.329999999999984,1,1,1.0
13,2,203.85,247.83,103.37000000000003,46.359999999999985,1,1,1.0
13,3,560.35,287.82,85.14999999999998,43.31999999999999,1,1,1.0
14,2,203.85,247.85,103.37000000000003,46.37000000000003,1,1,1.0
14,3,545.15,292.38,85.14999999999998,43.31999999999999,1,1,1.0
15,2,203.84,247.88,103.36999999999998,46.370000000000005,1,1,1.0
15,3,527.67,293.9,90.43000000000006,43.32000000000005,1,1,1.0
16,2,203.84,247.91,103.36999999999998,46.359999999999985,1,1,1.0
16,3,510.95,298.46,90.43,45.64000000000004,1,1,1.0
17,2,203.83,247.93,103.37999999999997,46.370000000000005,1,1,1.0
17,3,492.71,301.5,96.49000000000007,45.639999999999986,1,1,1.0
18,2,203.83,247.96,103.36999999999998,46.369999999999976,1,1,1.0
18,3,473.7,299.98,96.50000000000006,48.71999999999997,1,1,1.0
19,2,203.82,247.99,103.38,46.360000000000014,1,1,1.0
19,3,458.5,303.78,96.5,48.72000000000003,1,1,1.0
20,2,203.82,248.02,103.37,46.359999999999985,1,1,1.0
20,3,438.74,306.82,96.49000000000001,48.72000000000003,1,1,1.0
21,2,203.81,248.04,103.38,46.37000000000003,1,1,1.0
21,3,424.3,308.3,99.49999999999994,50.27999999999997,1,1,1.0
22,2,203.81,248.07,103.37,46.360000000000014,1,1,1.0
22,3,406.05,312.1,99.50999999999999,50.27999999999997,1,1,1.0
23,2,203.81,248.1,103.37,46.359999999999985,1,1,1.0
23,3,388.57,315.14,99.50999999999999,50.28000000000003,1,1,1.0
24,2,203.8,248.12,103.37,46.370000000000005,1,1,1.0
24,3,370.33,316.66,101.77000000000004,56.339999999999975,1,1,1.0
25,2,203.8,248.15,103.37,46.369999999999976,1,1,1.0
25,3,349.0,318.94,110.19999999999999,56.339999999999975,1,1,1.0
26,2,203.79,248.18,103.38000000000002,46.360000000000014,1,1,1.0
26,3,328.48,321.98,110.19999999999999,56.339999999999975,1,1,1.0
27,2,203.79,248.2,103.37000000000003,46.370000000000005,1,1,1.0
27,3,310.99,325.02,110.19999999999999,60.879999999999995,1,1,1.0
28,2,203.78,248.23,103.38000000000002,46.37000000000003,1,1,1.0
28,3,287.43,328.06,117.76999999999998,60.879999999999995,1,1,1.0
29,2,203.78,248.26,103.36999999999998,46.360000000000014,1,1,1.0
29,3,263.87,334.9,120.82999999999998,60.879999999999995,1,1,1.0
30,2,203.77,248.28,103.37999999999997,46.369999999999976,1,1,1.0
30,3,244.87,338.7,120.82999999999998,60.879999999999995,1,1,1.0
